Video ID,Title,Description,Channel Title,Video URL,Tags,Category,Published At,View Count,Comment Count,Duration,Topic Details,Captions Available,Caption Text,Location
nrkU0uJBErU,How Validate DIGITAL SIGNATURE in Any Certificate / PDF Documents? | Digital Signature Verification,"How Validate DIGITAL SIGNATURE in Any Certificate / PDF Documents? | Digital Signature Verification Process In this video, we ...",GSTHero Videos,https://www.youtube.com/watch?v=nrkU0uJBErU,[],,2/17/2021 13:30,2187531,872,00:03:27,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
epHKqmz48DU,Why did SSC Reject Me in Document Verification ? Don&#39;t do this Mistake SSC Aspirants,"staff_selection_commission #sscdocumentverification #ssccgl2018tier2 #weeshalsingh Hi Doston, Mujhe SSC CGL 2017 ke DV ...",Exam Preparation with Weeshal (EPW) ,https://www.youtube.com/watch?v=epHKqmz48DU,[],,6/22/2019 16:29,2148973,8428,00:20:00,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
TH1mTx2a714,Hidden Document Editor : 90% लोग नहीं जानते 😳😳 #shorts  #pdf  #techmaster,Hidden Document Editor : 90% लोग नहीं जानते #shorts #pdf #techmaster #tech #document (Black Friday ...,Tech Master Shorts,https://www.youtube.com/watch?v=TH1mTx2a714,[],,11/24/2022 07:45,2060664,416,00:00:52,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
aLzn89mixtY,A Jewish activist escaped to Israel. Now he’s documenting violence by Israeli settlers,Subscribe for more videos: https://ajplus.co/subscribe Follow us on Instagram: https://www.instagram.com/ajplus/ Like us on ...,AJ+,https://www.youtube.com/watch?v=aLzn89mixtY,[],,8/31/2024 04:00,1933663,3341,00:01:00,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
qDXo83OtzgE,"How Autism Feels, From the Inside | Op-Docs","What is it like to live with Asperger's syndrome? Jordan Kamnitzer tries to answer that question in “Perfectly Normal,” this week's ...",The New York Times,https://www.youtube.com/watch?v=qDXo83OtzgE,[],,4/19/2019 23:00,1767179,4502,00:12:02,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
FZL_ArjqSzc,Kisi Bhi Document Ko Pdf Kaise Banate Hain | Pdf File Kaise Banaye Mobile Me,Pdf File Kaise Banaye | Document Ko Pdf Kaise Banaye | Pdf Kaise Banate Hain Your Queries Document Pdf File Kaise Banaye ...,Knowledge In Hindi,https://www.youtube.com/watch?v=FZL_ArjqSzc,[],,12/17/2020 16:45,1708689,119,00:03:01,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
jAkuWQDffLI,"Être PAUVRE, ça coûte CHER...","""ETATS-UNIS : LES PAUVRES, MARCHE RENTABLES ! (L'OR DES PAUVRES)"" / Aujourd'hui, les 40 millions d'Américains ...",100% Docs - Crimes & Faits Divers,https://www.youtube.com/watch?v=jAkuWQDffLI,[],,6/30/2023 13:23,1675360,1969,00:50:34,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
zLNlRlvaU2w,How to Merge MS Word Files Into One Document (Easy),Merge Multiple MS Word Files in One Document #MergeWordFiles #MSWord #FileMerge Facebook Page ...,MJ Tube,https://www.youtube.com/watch?v=zLNlRlvaU2w,[],,2/26/2019 12:57,1576329,369,00:01:55,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
AgNmTr6BSkk,OpenSpace Photo Documentation and Progress Tracking At a Glance,"OpenSpace accelerates the speed of construction. This brief video shows OpenSpace's powerful technology in action, ...",OpenSpace,https://www.youtube.com/watch?v=AgNmTr6BSkk,[],,5/10/2022 20:00,1524153,11,00:01:14,['https://en.wikipedia.org/wiki/Business'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
kSlg_O88xGE,"&#39;The Silent Teacher,&#39; dokumentaryo ni Mav Gonzales | I-Witness (with English Subtitles)","Aired (October 28, 2023): Mga guro ang nagsisilbing nating pangalawang magulang dahil malaki ang naging bahagi nila sa ...",GMA Public  Affairs,https://www.youtube.com/watch?v=kSlg_O88xGE,[],,10/30/2023 10:05,1461739,636,00:30:07,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
_LUcrGAZgcI,How to Scan a Document to your Phone,In this step-by-step tutorial learn how to scan documents using your iPhone or Android phone and get the absolute best quality ...,Kevin Stratvert,https://www.youtube.com/watch?v=_LUcrGAZgcI,[],,4/2/2020 12:00,1373862,811,00:06:07,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,"{'latitude': 47.6062095, 'longitude': -122.3320708, 'altitude': 0}"
m8C0VHaOBN4,Raj RTO Bike Name Transfer Cost &amp; All Documents | बाइक या अन्य गाड़ी नाम करवाने का खर्चा एवं दस्तावेज,Follow me on Instagram:- https://www.instagram.com/ronak_jaipur_official/ I hope you enjoyed my video. Hit like and do subscribe ...,Ronak jaipur,https://www.youtube.com/watch?v=m8C0VHaOBN4,[],,10/28/2020 07:50,1361635,769,00:11:05,[],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
eS7WNypSr4w,प्रिंटर से स्कैन कैसे करें ? | Printer se Document Scan Kaise Kare | Humsafar Tech,"Hello Friends, I'm Naveen Singh Kalura. Welcome to our YouTube Channel Humsafar Tech. Friends in this video you will learn ...",Humsafar Tech,https://www.youtube.com/watch?v=eS7WNypSr4w,[],,2/20/2021 04:30,1276766,185,00:05:42,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,"{'latitude': 20.593684, 'longitude': 78.96288, 'altitude': 0}"
WWXCZoHne0g,How to insert page numbers in a Word document | Microsoft,With Microsoft Word you can easily add page numbers to your document. This video will show you how to automatically add page ...,Microsoft Helps,https://www.youtube.com/watch?v=WWXCZoHne0g,[],,7/27/2021 15:00,1212800,0,00:01:08,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
b1gXGS92-I0,Why won&#39;t the Visa Officer look at your documents?,The documents you bring to your visa interview are not as important as you think. Find out what is important and how to get the ...,ZF Visa,https://www.youtube.com/watch?v=b1gXGS92-I0,[],,4/24/2023 17:04,1204865,1949,00:05:52,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
eV82V19UhGE,bina document ke aadhar card kaise banaye | bina proof ke aadhar card kaise banaye | aadhar card,bina document ke aadhar card kaise banaye | bina proof ke aadhar card kaise banaye | aadhar card Hello My Name's Sujeet ...,Online Sujeet,https://www.youtube.com/watch?v=eV82V19UhGE,[],,8/3/2021 02:30,1182894,1035,00:04:36,[],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
FputRgW-ZNU,How to Insert Page Border in Word Document,Watch in this video How to Insert Page Border in Word Document file in MS Word. Use the Border and Shading option to add page ...,MrQuick,https://www.youtube.com/watch?v=FputRgW-ZNU,[],,5/2/2022 07:29,1163235,256,00:01:37,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
V9KKCxp54P4,Digital Documentation Class 10 IT Code 402 Notes | Part B | Subject Specific Skills,In this video we have discussed IT CODE 402 Part B Subject Specific Skills Notes. Part B has total 4 units. Unit 1 is Digital ...,Platinum Classes,https://www.youtube.com/watch?v=V9KKCxp54P4,[],,1/11/2021 08:06,1153838,5194,00:36:19,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
2mt4TV0PuiA,aadhar card me document upload kaise kare | 10 sal purana aadhar card update kaise kare,aadhar card me document upload kaise kare | 10 sal purana aadhar card update kaise kare Important Link: ...,Kausik DNA,https://www.youtube.com/watch?v=2mt4TV0PuiA,[],,6/16/2023 09:41,1018555,143,00:01:00,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
1vlESFv-vO4,6 Legal Documents To Check Before Buying Property..!  #shorts #short #realestate #propertyinvestment,Download the ffreedom app from the Play Store or App Store to learn more about this video - https://ffreedom.com/yttelugu ...,ffreedom app - Money (Telugu),https://www.youtube.com/watch?v=1vlESFv-vO4,[],,6/9/2023 14:10,1012326,101,00:01:00,"['https://en.wikipedia.org/wiki/Business', 'https://en.wikipedia.org/wiki/Society']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
hmjRIANzhxY,Relieve clinical documentation burden with AI-powered speech recognition,"Many healthcare professionals are facing overload and burnout. Here we look at the contributing factors, based on a 2021 study ...","Nuance Communications, Inc.",https://www.youtube.com/watch?v=hmjRIANzhxY,[],,4/12/2021 19:30,1009864,0,00:01:55,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Knowledge']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
3yLmuMwep3s,नया पेन कार्ड बनवाने के लिए डाक्यूमेंट्स | pan card apply required documents | pan card Apply 2024,नया पेन कार्ड बनवाने के लिए डाक्यूमेंट्स | pan card apply required documents | pan card ...,Emitra Gyan,https://www.youtube.com/watch?v=3yLmuMwep3s,[],,11/28/2020 06:42,995252,246,00:02:38,[],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
5-qsJp9dDAs,How to send photos as document in whatsapp || whatsapp par document photo kaise send kare,shorts #android #whatsapp #whatsappdocument #howto #sendphotosasdocumentinwhatsapp #settings #a2_technical_guide ...,Mashooq Younis,https://www.youtube.com/watch?v=5-qsJp9dDAs,[],,12/29/2022 03:25,966297,64,00:00:34,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
_1jnx7fn1V8,Setting up MLA Format Paper in Google Docs Step-by-Step (2020) | Scribbr 🎓,MLA format is primarily used by students and academics in the humanities. This video will guide you through how to format your ...,Scribbr,https://www.youtube.com/watch?v=_1jnx7fn1V8,[],,12/16/2019 16:39,969000,285,00:03:11,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
tVQQ0iX5HV4,Want a more intelligent clinical documentation process?,"Our AI-driven solutions have proven to optimise and deliver efficient workflows, save time and reduce costs. T-Pro is proud to work ...",T-Pro,https://www.youtube.com/watch?v=tVQQ0iX5HV4,[],,2/1/2022 16:33,969143,0,00:00:51,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Knowledge']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
zgUSYp4pwXo,How to scan documents on your iPhone with the Notes app — Apple Support,Keep receipts without having them pile up and clutter your desk. Scan your documents with your iPhone and they'll be accessible ...,Apple Support,https://www.youtube.com/watch?v=zgUSYp4pwXo,[],,2/6/2019 17:30,946288,72,00:00:32,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
z8Wm4jhfm4c,How to send photos as document in WhatsApp | Whatsapp par document photo or video kaise send karen,How to send photos as document in WhatsApp | Whatsapp par document photo or video kaise send karen #short .,Tech Lakku,https://www.youtube.com/watch?v=z8Wm4jhfm4c,[],,5/6/2023 06:46,925485,93,00:00:56,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
00LvSAueE-8,How to send photos in document iPhone #youtubeshorts #iphone #android #whatsapp #tech,In this video I will tell you how you can share picture in document format from iPhone #youtubeshorts #viral #1ksubscribers ...,Rabab Battool,https://www.youtube.com/watch?v=00LvSAueE-8,[],,5/22/2023 16:57,800818,34,00:00:55,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
jPLvWO_SOgM,Documenting Hate: Charlottesville (full documentary) | FRONTLINE,FRONTLINE and ProPublica investigate the resurgence of white supremacists in America. An investigation into how the violent ...,FRONTLINE PBS | Official,https://www.youtube.com/watch?v=jPLvWO_SOgM,[],,8/12/2019 18:48,789056,4677,00:54:18,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
RP13sxBSp2w,These 3 Documents Are Essential If You Want To Prove That Your Land Is Yours | Srinivas Chauhan,Here is Advocate Srinivas Chauhan's legal advice and law points regarding land validation and property validation documents.,Myra Media,https://www.youtube.com/watch?v=RP13sxBSp2w,[],,8/31/2021 12:30,779020,409,00:06:38,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
z9i_h-WMQ68,How to Use Google Docs - Beginner&#39;s Guide,How to Use Google Docs - Beginner's Guide Google docs is a free word processor from Google. Google Docs doesn't require the ...,Howfinity,https://www.youtube.com/watch?v=z9i_h-WMQ68,[],,5/26/2020 22:21,776308,344,00:16:16,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
W1VbNSD6Tf4,Digital Documentation Class 10 | One Shot Revision| IT CODE 402 | Unit 1 It code 402 Complete Notes,Digital documentation is a method of converting the physical text into digital text. This includes many formatting options to create ...,Platinum Classes,https://www.youtube.com/watch?v=W1VbNSD6Tf4,[],,3/9/2023 12:29,739022,2129,00:28:42,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
TNtPAQbblYI,Ms Word Me Document Ko Pdf Kaise Banaye | Ms Word Me Pdf File Kaise Banaye,Ms Word Me Document Ko Pdf Kaise Banaye | Ms Word Me Pdf File Kaise Banaye Aaj Hum Janenge Ki Ms Word Ko Pdf Me ...,Tech For You,https://www.youtube.com/watch?v=TNtPAQbblYI,[],,8/25/2021 01:31,714043,187,00:03:21,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
7LgCit1BPJY,Unit 1 Digital Documentation (Advanced) Class 10 - Overview | Class 10 IT Code 402 (2022-23),Previous Video: https://youtu.be/Rvm_JJfTc4g Next Video: https://youtu.be/WsDESNnDaFM ✔️     Watch Full Free Course: ...,Magnet Brains,https://www.youtube.com/watch?v=7LgCit1BPJY,[],,6/28/2021 13:30,705148,1861,00:09:39,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
26sc2oiMh7Q,SharePoint Document Library Tutorial,"In this step-by-step tutorial, learn how you can use document libraries in Microsoft SharePoint. A document library provides a ...",Kevin Stratvert,https://www.youtube.com/watch?v=26sc2oiMh7Q,[],,4/23/2021 07:00,697229,277,00:20:22,[],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
HZQoD0eeueQ,How to Create a Google Docs Spreadsheet,Get a Sound Beginning With The Google Sheets Fundamentals https://tinyurl.com/sheets-fundamentals To create a Google ...,Tiger Tips,https://www.youtube.com/watch?v=HZQoD0eeueQ,[],,1/9/2020 19:18,638298,124,00:02:16,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
POzej2MvHZA,How To Scan Document From Printer To Computer In Hindi | Document Ko Scan Kaise Kare,How To Scan Document From Printer To Computer In Hindi | Document Ko Scan Kaise Kare Namaskar Dosto Wellcome To ...,Yogeshwar Dewangan,https://www.youtube.com/watch?v=POzej2MvHZA,[],,6/26/2019 15:34,630251,76,00:01:49,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
84oqNE_MZN0,Google Docs Beginners Tutorial 2020,"This is a complete overview of Google Docs with all the later features ready for 2020. Review, learn and find out about some of the ...",Flipped Classroom Tutorials,https://www.youtube.com/watch?v=84oqNE_MZN0,[],,1/22/2020 15:40,622194,627,00:23:51,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
4U4zzOwqPlA,DIGITAL DOCUMENTATION ONE SHOT REVISION [BEST] | Class 10 IT code 402 Unit 1 Digital Documentation,Digital Documentation One Shot | Class 10 IT Code 402 Unit 1 Digital Documentation | Digital Documentation One Shot ...,Readers Venue,https://www.youtube.com/watch?v=4U4zzOwqPlA,[],,3/12/2023 07:30,602188,1051,00:27:48,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
trNNBulfUI0,"Babaeng na-stroke, nakatira sa ilalim ng isang trapal — Sa Isang Sulok (Full Episode) | Kara Docs","Sa isang sulok na may maliit na trapal namamalagi ang 54-anyos na si Apple. Si Apple, na-stroke at hindi na maigalaw ang isang ...",GMA Public  Affairs,https://www.youtube.com/watch?v=trNNBulfUI0,[],,10/28/2024 09:00,587398,513,00:19:04,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
okTs0k1P6RA,How to Create a Table of Contents in Google Docs | Update a Table of Contents in Google Docs,"The Best Online Bookstore: https://amzn.to/4hlEMZp In this video, we'll be showing you how to create a table of contents in Google ...","Excel, Word and PowerPoint Tutorials from Howtech",https://www.youtube.com/watch?v=okTs0k1P6RA,[],,8/18/2020 11:00,584226,147,00:01:39,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
oAYALNZYtjQ,Aadhar Add &amp; Husband Name Update After Marriage online Without Documents || शादी के बाद आधार अपडेट,Aadhar Add & Husband Name Update After Marriage online Without Documents || शादी के बाद आधार अपडेट Hi I ...,Digital IQ,https://www.youtube.com/watch?v=oAYALNZYtjQ,[],,10/21/2022 07:21,577904,352,00:08:27,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
TK9pHzO1bKc,How to Print a Word Document as a PDF File - Microsoft Word Tutorials,This channel known as Computer Software Skills provides simple and educative videos on computer software's in the computing ...,Computer Software Skills,https://www.youtube.com/watch?v=TK9pHzO1bKc,[],,8/30/2022 01:40,545811,35,00:01:00,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
UQKI_LV6-d0,Police not accept DigiLocker issued document ? #police #digilocker,Traffic police || DigiLocker issued documents || police not accept DigiLocker issued documents || Government App || driving ...,Mr Vijay Maurya,https://www.youtube.com/watch?v=UQKI_LV6-d0,[],,2/4/2023 05:21,509767,127,00:00:37,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,"{'latitude': 27.5705886, 'longitude': 80.0981869, 'altitude': 0}"
4ZoCsuT_1TA,The Most Important Document VA Doesn&#39;t Want You To Know About,"Tune in now as we cover a crucial part of VA rating decisions, the Code Sheet! Find out how to appeal your claim successfully!","Hill and Ponton, P.A.",https://www.youtube.com/watch?v=4ZoCsuT_1TA,[],,1/3/2022 21:37,507421,484,00:15:32,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
PSFjGXKS59Q,Putin&#39;s Attack on Ukraine: Documenting War Crimes (full documentary) | FRONTLINE,"In a 90-minute special investigation, FRONTLINE and The Associated Press go inside Russia's war on Ukraine and uncover ...",FRONTLINE PBS | Official,https://www.youtube.com/watch?v=PSFjGXKS59Q,[],,10/26/2022 03:22,494742,1796,01:23:17,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']",TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
#NAME?,how to send Document file on whatsapp from LAPTOP or PC?,Open the chat window in WhatsApp with the contact you would like to send the document to. Tap on the (+) sign next to the text ...,Humble Pro,https://www.youtube.com/watch?v=-lmDLqEu4Ws,[],,4/15/2020 07:00,484731,47,00:00:52,['https://en.wikipedia.org/wiki/Technology'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
KWzLWtAeRaw,ssc gd 2022 यह Document होने ही चाहिए #sscgd2022,,COMMANDO ACADEMY,https://www.youtube.com/watch?v=KWzLWtAeRaw,[],,3/11/2023 07:12,475127,141,00:00:45,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
rCG6Gdj_fWE,How to Write a Novel in Google Docs,"""Google Docs is so boring to write a novel in."" Actually, IT'S NOT. You're just using it wrong!! Most writers don't know this, but ...",Abbie Emmons,https://www.youtube.com/watch?v=rCG6Gdj_fWE,[],,4/12/2023 16:15,469159,762,00:30:35,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
x2XfAIWLUlE,10 Property Documents to Check Before Buying Property,"In this video, Mr. Mukul Malik of Youtube Channel AssetYogi has discussed the Ten most important documents needed for the ...",ConsultEase,https://www.youtube.com/watch?v=x2XfAIWLUlE,[],,8/9/2018 12:32,456627,260,00:08:59,['https://en.wikipedia.org/wiki/Society'],TRUE,Error fetching captions: argument of type 'NoneType' is not iterable,N/A
