Video ID,Title,Description,Channel Title,Video URL,Tags,Category,Published At,View Count,Comment Count,Duration,Topic Details,Captions Available,Caption Text,Location
DE9IchvpOPk,Milow - Ayo Technology (Official Music Video),"Official music video for Milow ""Ayo Technology"" Download on iTunes: http://georiot.co/2cxg Subscribe: http://bit.ly/QzHcrb ...",Radial by The Orchard,https://www.youtube.com/watch?v=DE9IchvpOPk,[],,4/18/2009 21:06,77427329,13667,00:03:34,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Independent_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",TRUE,No Captions Available,N/A
UFwbBBqWqsU,World’s smallest 4K headset 😎 Visor.com #visor #4k #tech #technology #AIMR #vr #virtualreality,"Visor is the world's smallest 4K headset. Spawn five 4K virtual screens. With more pixels than the Apple Vision Pro, Visor's small ...",Immersed,https://www.youtube.com/watch?v=UFwbBBqWqsU,[],,2/27/2024 15:52,76646768,1251,00:00:17,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
7bHs2SlUMNQ,automation solution for machine design #mechanical #machinedesign #mechanism #automation #technology,must-have mechanism for every machine designer #mechanism #machinedesign #mechanical #solidworks.,makinerz,https://www.youtube.com/watch?v=7bHs2SlUMNQ,[],,2/1/2024 16:23,73735466,888,00:00:10,[],TRUE,No Captions Available,N/A
M6SnMbTlNuM,Worlds smallest 4K headset 😎 Visor.com #tech #technology #AIMR #vr #virtualreality #kungfupanda,"Visor is the world's smallest 4K headset. Spawn five 4K virtual screens. With more pixels than the Apple Vision Pro, Visor's small ...",Immersed,https://www.youtube.com/watch?v=M6SnMbTlNuM,[],,4/11/2024 00:38,73505094,941,00:00:15,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
2ERNRMD0bVk,4 BRUTAL Tech Pranks that&#39;ll end your friendships 🔥,Do consider subscribing to my Shorts Channel! Main Mrwhosetheboss YouTube Channel: ...,Mrwhosetheboss Plus,https://www.youtube.com/watch?v=2ERNRMD0bVk,[],,7/11/2021 11:35,70983388,15326,00:00:59,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
jyJfC1C3jJI,300 ₹ vs 30000 ₹ Smart A.I Robot 🤖 #tech #technology #funny #robot #ai,,TechBro,https://www.youtube.com/watch?v=jyJfC1C3jJI,[],,9/1/2023 11:09,58444328,4580,00:00:56,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
gkYfm8G7lSc,The BRIGHTEST Phone Flash In The World,"shorts #tech #iphone #biggest I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you ...",Mrwhosetheboss,https://www.youtube.com/watch?v=gkYfm8G7lSc,[],,9/7/2024 12:09,50346038,5322,00:00:46,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
bNbruhWoN7Q,🔥Latest new Technology | next generation 🔥| Scooter Bike,technology #innovation #shorts #gaming #gamer #hitech #techie #hi-tech #technical #bike #scooter #invention #automobile.,iamSunilDubey,https://www.youtube.com/watch?v=bNbruhWoN7Q,[],,10/17/2021 07:50,49740733,5082,00:00:12,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Vehicle']",TRUE,No Captions Available,N/A
nSKuIv0ZlYc,This is future technology 2d animation #shorts by Anna Kova,,ANYA KOVA,https://www.youtube.com/watch?v=nSKuIv0ZlYc,[],,11/11/2022 05:00,49610902,512,00:00:14,['https://en.wikipedia.org/wiki/Entertainment'],TRUE,No Captions Available,N/A
iatS86r1Hnk,Brute Forcing An iPhone 5… #technology,,MDrepairs,https://www.youtube.com/watch?v=iatS86r1Hnk,[],,2/11/2023 00:28,48095066,7550,00:00:45,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
JjHNToTj_Ho,5 Tech products that survived the Impossible.,Do consider subscribing to my Shorts Channel! Main Mrwhosetheboss YouTube Channel: ...,Mrwhosetheboss Plus,https://www.youtube.com/watch?v=JjHNToTj_Ho,[],,6/19/2022 18:16,46691646,12558,00:01:00,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
CpcQXxtPDs4,Samsung W24 waterproof hard-core display digital technology waterproof test Samsung Samsung w24,,Trendy Tech Review Show,https://www.youtube.com/watch?v=CpcQXxtPDs4,[],,7/28/2024 04:14,46049035,500,00:00:11,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
4KBgBWM76bI,I Upgraded my Ultimate Computer Mouse,,Electo,https://www.youtube.com/watch?v=4KBgBWM76bI,[],,12/26/2023 22:54,44896199,9152,00:00:20,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
F_5_iSPOEuw,Mini HD Wifi Security Camera - Product Link in Comments! #technology #gadgets #viral,You can find the product on: https://mavigadget.com/products/mini-hd-wifi-security-camera/?ref=623 Find more ...,MaviGadget,https://www.youtube.com/watch?v=F_5_iSPOEuw,[],,10/30/2022 12:06,41850246,1077,00:00:11,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
LPOLWKtU5cI,World’s smallest computer #unknownfacts #tech #shorts,facts #unknownfacts #tech #factsinhindi #techfacts #factsunknown #newtech #techburner #computer.,Paritolkks,https://www.youtube.com/watch?v=LPOLWKtU5cI,[],,5/3/2023 12:30,41518143,3631,00:00:56,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
KArch4rjU_0,USB in USB #charger #technology #electronic #funny,Maybe stop plugging things into each other to see when they fail!!!,ElectroBOOM,https://www.youtube.com/watch?v=KArch4rjU_0,[],,5/12/2024 17:37,41521251,5384,00:00:17,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
mvvD21aUYeA,5 Sneakiest Tech Pranks EVER 😈,"5 of my Favourite Tech Pranks Ever - If you're enjoying my shorts, a sub to the channel would make my day! #shorts #iPhone ...",Mrwhosetheboss,https://www.youtube.com/watch?v=mvvD21aUYeA,[],,9/5/2022 16:54,41246562,5341,00:00:57,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
5fKkXFresYI,5 Times Tech has SAVED LIVES!,"shorts #technology I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you ...",Mrwhosetheboss,https://www.youtube.com/watch?v=5fKkXFresYI,[],,10/15/2022 08:25,40642826,8444,00:01:00,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
EnJgyKosCII,How Neuralink Works 🧠,,Zack D. Films,https://www.youtube.com/watch?v=EnJgyKosCII,[],,4/26/2024 14:30,40102746,26412,00:00:28,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
SVfR1ChPSes,Powerful MRI #technology,Learn 3D Animation Basic To Expert Level- visit the channel and join the course through our website ------------------------ To watch ...,LifeAda,https://www.youtube.com/watch?v=SVfR1ChPSes,[],,2/28/2024 14:30,34205337,2991,00:01:00,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,No Captions Available,N/A
94LDWSXT7HY,5 Most Extreme Tech Pranks! 👺,"shorts #tech #pranks I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you ...",Mrwhosetheboss,https://www.youtube.com/watch?v=94LDWSXT7HY,[],,4/26/2023 16:44,31137176,2971,00:00:59,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
BY4vyFgbAQQ,World’s first Transparent Phone🤯📱,shorts Main Channel - http://bit.ly/techburner.,TechBurner Shorts,https://www.youtube.com/watch?v=BY4vyFgbAQQ,[],,4/1/2023 15:35,30471757,27735,00:00:55,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
8jg-zVxSHU0,Magical Gadget ft Tech Master #shorts  #youtubeshorts,How to avoide phone usage! #shorts #youtubeshorts #ytshorts #phone a phone safety locker with useful quality SUBSCRIBE THE ...,Tech Master Shorts,https://www.youtube.com/watch?v=8jg-zVxSHU0,[],,3/31/2023 13:25,30418561,1821,00:00:50,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
ICL9LXZvjes,4 SINFUL Tech Pranks - HIDE YOUR FRIENDS 👺,Do consider subscribing to my Shorts Channel! Main Mrwhosetheboss YouTube Channel: ...,Mrwhosetheboss Plus,https://www.youtube.com/watch?v=ICL9LXZvjes,[],,9/4/2021 10:28,29327117,6341,00:00:55,['https://en.wikipedia.org/wiki/Entertainment'],TRUE,No Captions Available,N/A
kl9CvjeaddA,3 Tech Pranks to drive your friends Crazy 😂,Do consider subscribing to my Shorts Channel! Main Mrwhosetheboss YouTube Channel: ...,Mrwhosetheboss Plus,https://www.youtube.com/watch?v=kl9CvjeaddA,[],,6/27/2021 11:22,29316745,7849,00:00:47,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
w46sMepZ-gw,Ayo Technology,Provided to YouTube by Universal Music Group Ayo Technology · 50 Cent · Justin Timberlake · Timbaland Curtis ℗ 2007 Shady ...,50 Cent - Topic,https://www.youtube.com/watch?v=w46sMepZ-gw,[],,7/26/2018 03:11,28753482,301,00:04:08,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",TRUE,No Captions Available,N/A
GjhR7NBubq0,Ice Melt on CPU | #educational #shorts #science #technology #electronic #cpu,"The thermal conductivity of a material is a measure of its ability to a particular material conduct heat. It is commonly denoted by k k, ...",aryanlovescode,https://www.youtube.com/watch?v=GjhR7NBubq0,[],,10/12/2022 14:30,27966523,897,00:00:24,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
THw-wXt7wyM,5 Tech Myths Busted!,"shorts I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you would like to ...",Mrwhosetheboss,https://www.youtube.com/watch?v=THw-wXt7wyM,[],,10/2/2022 19:40,27445014,6186,00:00:56,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
67VORFJFJQk,Rs.100 Gadgets On Amazon - Let&#39;s Try #shorts #gadgets,Rs.100 Gadgets On Amazon - Let's Try #shorts #gadgets.,Tech FC Shorts,https://www.youtube.com/watch?v=67VORFJFJQk,[],,4/19/2023 12:52,27291933,1103,00:00:45,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
qGLQq6tXTDk,#science  #technology #machine #bus,About video :- #science #technology #machine #bus JUST CLICK TO SUBSCRIBE:- https://bit.ly/3rfMixe Join this channel to get ...,Vigyan Recharge,https://www.youtube.com/watch?v=qGLQq6tXTDk,[],,4/19/2024 05:14,27099124,351,00:00:18,[],TRUE,No Captions Available,N/A
5upVC6YzQCE,Replacing my 3080 with a 4090 for 4K #gaming. #tech #pc #technology #shorts,Today I have a custom gaming pc that's getting an RTX 3080 swapped out with an RTX 4090. Overkill? Yes! This is my personal ...,Salem Techsperts,https://www.youtube.com/watch?v=5upVC6YzQCE,[],,9/19/2023 00:54,25726414,11087,00:00:58,"['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Video_game_culture']",TRUE,No Captions Available,N/A
Fl9d5PUWFSA,Don&#39;t work without Safety #business #technology #viralvideo #shorts,,Left Hard Work,https://www.youtube.com/watch?v=Fl9d5PUWFSA,[],,9/9/2024 12:02,25636452,3018,00:00:11,[],TRUE,No Captions Available,N/A
rxQyuD0PxK8,Technology Of Creating Best Mats 😱,technology.,One in One,https://www.youtube.com/watch?v=rxQyuD0PxK8,[],,10/19/2024 15:49,25575933,1078,00:00:19,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],TRUE,No Captions Available,N/A
5g63d7SnvkY,new $16K USD Unitree Humanoid AI Robot #robotics #ai,SUBSCRIBE for more AI updates! Learn more about AI Robotics! https://amzn.to/4edfJ96 -------- Best GPUs for local AI! Intel Arc ...,Ai Flux,https://www.youtube.com/watch?v=5g63d7SnvkY,[],,5/15/2024 23:55,25074754,784,00:00:19,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
B-8fnn-aRuQ,"With technology anything is possible, canalization cleanup techniques and technology #innovation","Canalization, the process of introducing weirs and locks to a river so as to secure a defined depth suitable for navigation.",KSSE Structural Engineers,https://www.youtube.com/watch?v=B-8fnn-aRuQ,[],,2/28/2023 13:55,25026105,565,00:00:20,[],TRUE,No Captions Available,N/A
cWKTL81IxFs,Worlds smallest 4K headset 😎 Visor.com #tech #vr #technology #virtualreality #coraline,"Visor is the world's smallest 4K headset. Spawn five 4K virtual screens. With more pixels than the Apple Vision Pro, Visor's small ...",Immersed,https://www.youtube.com/watch?v=cWKTL81IxFs,[],,8/26/2024 17:15,23960951,493,00:00:15,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
Rn4si0Xorhc,UNREAL Optical Illusion Gadgets,"shorts #tech #gadgets #opticalillusion I spend a LOT of time trying to make my videos as concise, polished and useful as possible ...",Mrwhosetheboss,https://www.youtube.com/watch?v=Rn4si0Xorhc,[],,5/14/2024 11:18,23893482,2155,00:00:59,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
G0cmfY7qdmY,MacBook Pro Announcement - October 30,"Watch the special Apple announcement to learn about the new MacBook Pro, now more powerful than ever with Apple ...",Apple,https://www.youtube.com/watch?v=G0cmfY7qdmY,[],,10/30/2024 15:11,23403076,0,00:16:53,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
yi3HfhbmZH8,Flywheel Free Energy?! #technology #fake #funny,THERE IS NO FREE ENERGY! THERE IS NO FREE ENERGY!! THERE IS NO FREE ENERGY!!! THERE IS NO FREE ENERGY!,ElectroBOOM,https://www.youtube.com/watch?v=yi3HfhbmZH8,[],,7/28/2024 16:39,22788990,7087,00:00:39,['https://en.wikipedia.org/wiki/Humour'],TRUE,No Captions Available,N/A
njF0I_dwLGk,Real Life WORKING Iron Man Helmet 😍 #funny #technology #tech,,TechBro,https://www.youtube.com/watch?v=njF0I_dwLGk,[],,8/18/2023 15:25,22086900,2229,00:00:56,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Humour']",TRUE,No Captions Available,N/A
BajaLYzM59w,Universal Pull Plate #Agricultural #Machinery #smartwork #technology #goodtools #short,Universal Pull Plate #Agricultural #Machinery #smartwork #technology #goodtools #short.,TOP CHANGE,https://www.youtube.com/watch?v=BajaLYzM59w,[],,7/20/2023 18:00,22066783,127,00:00:11,[],TRUE,No Captions Available,N/A
_Xz0mCiqJPc,Tecno Phantom V FOLD,,Михаил Романов,https://www.youtube.com/watch?v=_Xz0mCiqJPc,[],,5/6/2023 20:09,21171612,1683,00:00:21,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
JVPbMYC2JIQ,Microphone in your Earbud is Amazing Technology,What does the microphone inside of an earbud look like? It's a surprisingly cool bit of technology!,Breaking Taps,https://www.youtube.com/watch?v=JVPbMYC2JIQ,[],,12/20/2023 22:45,21124248,4520,00:00:56,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
M63UplHJPCo,3 Unique Useful Gadgets #shorts #gadgets,3 Unique Useful Gadgets #shorts #gadgets.,Tech FC Shorts,https://www.youtube.com/watch?v=M63UplHJPCo,[],,1/28/2023 14:24,20982050,456,00:00:33,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],TRUE,No Captions Available,N/A
NGe0f_4E0S0,How to STOP speeding Lego Cars,Building and testing diverse car stopping technologies aimed to stop fast-driving Lego vehicles. All experiments are conducted on ...,Brick Technology,https://www.youtube.com/watch?v=NGe0f_4E0S0,[],,12/23/2023 14:57,20935449,2344,00:11:24,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",TRUE,No Captions Available,N/A
zOKuo06Z2vE,AC Current Director | wireless alternating current tester #shorts,AC Current Director | wireless alternating current tester #shorts #jlcpcb hello dosto is video me maine ek wireless alternating ...,HACKER JP,https://www.youtube.com/watch?v=zOKuo06Z2vE,[],,12/18/2022 09:30,20664008,535,00:01:00,['https://en.wikipedia.org/wiki/Technology'],TRUE,No Captions Available,N/A
0RD0B9_qylk,Rs.99 Gadget Will Make You More Attractive? #shorts #gadgets,Rs.99 Gadget Will Make You More Attractive? #shorts #gadgets.,Tech FC Shorts,https://www.youtube.com/watch?v=0RD0B9_qylk,[],,11/10/2022 09:07,20646554,583,00:00:34,"['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",TRUE,No Captions Available,N/A
O4uE5Tn-M6k,Boston Dynamics Unveils Fully Electric Atlas Humanoid Robot,"Farewell, hydraulic Atlas. Hello, fully electric Atlas. Boston Dynamics just showed off the next generation of Atlas and it's...",CNET,https://www.youtube.com/watch?v=O4uE5Tn-M6k,[],,4/17/2024 16:38,20434500,23083,00:00:24,[],TRUE,No Captions Available,N/A
qhfbCDWhWPU,3 Cool Useful Vs Useless Gadgets #shorts  #gadgets,3 Cool Useful Vs Useless Gadgets #shorts #gadgets.,Tech FC Shorts,https://www.youtube.com/watch?v=qhfbCDWhWPU,[],,2/5/2023 10:19,20388208,405,00:00:45,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
0BR-HgA3mlo,I bought the most SATISFYING TECH on the internet.,"The most Satisfying tech I've EVER seen in my life (from Amazon, Ebay, Wish.com and more) - Get Surfshark VPN at ...",Mrwhosetheboss,https://www.youtube.com/watch?v=0BR-HgA3mlo,[],,10/27/2022 12:49,20257978,14490,00:19:43,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
hU4eMj23Aa8,Katerine - Ayo Technology,http://www.youtube.com/user/umcmymusic - Subskrybuj kanał Youtube wytwórni My Music.,MyMusic,https://www.youtube.com/watch?v=hU4eMj23Aa8,[],,3/30/2009 14:05,20226897,4658,00:03:39,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",TRUE,No Captions Available,N/A
ahU946l6ZLw,4 Unknown Tech Facts,Share with your friends!,TechBurner Shorts,https://www.youtube.com/watch?v=ahU946l6ZLw,[],,11/2/2021 05:00,20013057,935,00:00:53,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
HY6q9hwYcoc,Destroying Lego Towers,Building different remote controlled Lego machines that collapse tall Lego towers. The towers get wider but keep the same hide at ...,Brick Technology,https://www.youtube.com/watch?v=HY6q9hwYcoc,[],,7/28/2024 13:00,20001380,6385,00:15:48,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",TRUE,No Captions Available,N/A
XKdiJInSe78,World&#39;s smallest gadgets 🤯 #shorts,SUBSCRIBE THE CHANNEL FOR MORE VIDEOS DON'T FORGET LIKE COMMENT & SHARE instagram-   ...,Tech Master Shorts,https://www.youtube.com/watch?v=XKdiJInSe78,[],,8/11/2024 14:15,19781316,507,00:00:56,['https://en.wikipedia.org/wiki/Video_game_culture'],TRUE,No Captions Available,N/A
b0HfmY64eSE,I bought the most FUTURISTIC Tech in the World,Which piece of futuristic tech was your favourite? Limited to the first 100 purchases until December 30th! Get the best Insta360 X3 ...,Mrwhosetheboss,https://www.youtube.com/watch?v=b0HfmY64eSE,[],,11/25/2023 14:18,19783794,10630,00:38:44,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
JhHMJCUmq28,Quantum Computers Explained – Limits of Human Technology,Where are the limits of human technology? And can we somehow avoid them? This is where quantum computers become very ...,Kurzgesagt – In a Nutshell,https://www.youtube.com/watch?v=JhHMJCUmq28,[],,12/8/2015 15:32,18895345,18915,00:07:17,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,No Captions Available,N/A
pdB-9xwLFRg,World’s smallest 4K headset 😎 Visor.com #visor #4k #tech #technology #AIMR #vr #virtualreality,"Visor is the world's smallest 4K headset. Spawn five 4K virtual screens. With more pixels than the Apple Vision Pro, Visor's small ...",Immersed,https://www.youtube.com/watch?v=pdB-9xwLFRg,[],,2/19/2024 21:26,18331255,3520,00:00:19,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
goMpsF0K07s,Ferrofluidm4 tech #shorts,,M4 Tech,https://www.youtube.com/watch?v=goMpsF0K07s,[],,3/25/2022 06:49,18232756,1407,00:00:23,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],TRUE,No Captions Available,N/A
PCgKH7QtZuQ,Navy or Airforce? #mechanic #engineering #stem #technology,,The Engineering Dream,https://www.youtube.com/watch?v=PCgKH7QtZuQ,[],,6/13/2024 01:30,17431672,33114,00:00:07,['https://en.wikipedia.org/wiki/Knowledge'],TRUE,No Captions Available,N/A
mtR3yinp3cQ,Dell Technologies | XPS 14 Features,"Unleash your creativity this festive season with XPS 14! From AI-enabled video editing and graphics to long-lasting battery life, the ...",Dell India,https://www.youtube.com/watch?v=mtR3yinp3cQ,[],,9/24/2024 09:40,20740926,7,00:00:20,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Technology']",TRUE,No Captions Available,N/A
o-I04OW5m9Q,New Science Project #shorts #science #technology #trending,New Science Project #shorts #science #technology #trending.,VMK Technical Power,https://www.youtube.com/watch?v=o-I04OW5m9Q,[],,5/17/2023 01:30,17060677,834,00:00:15,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],TRUE,No Captions Available,N/A
n8A8QT9OgoA,Flywheel Effect | #dcmotor #tech #youtubeshorts #dcmotorproject,Thanks for your support guys . . . If you enjoyed our videos please subscribe us and like our videos to support us .,Creative SJM Experiment,https://www.youtube.com/watch?v=n8A8QT9OgoA,[],,8/23/2024 11:55,17026854,219,00:00:06,['https://en.wikipedia.org/wiki/Hobby'],TRUE,No Captions Available,N/A
